id_componente,codigo,nivel,nome,unidade_responsavel
20001,COM0132,G,LINGUAGEM JORNALISTICA PARA RADIO E TV,DEPARTAMENTO DE COMUNICAÇÃO SOCIAL
20002,ESE0213,G,PROCESSO DE ALFABETIZACAO,CERES - DEPTO ESTUDOS SOCIAIS E EDUCACIONAIS
20003,DCS0003,G,ASPECTOS SOC.CULT.DO NORDESTE,DEPARTAMENTO DE CIÊNCIAS SOCIAIS
20004,DBF0003,G,BIOFISICA III,DEPARTAMENTO DE BIOFÍSICA E FARMACOLOGIA
20005,DCA0451,G,COMPUTACAO NUMERICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20006,DCA0416,G,SISTEMAS ESPECIALISTAS APLICADOS A AUTOMACAO,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20007,DIM0072,G,TECNICAS DE ESPECIFICACAO FORMAL,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
20008,ECO0008,G,ANALISE MACRO ECONOMICA I,DEPARTAMENTO DE ECONOMIA - DEPEC
20009,ECO0503,G,MONOGRAFIA II,DEPARTAMENTO DE ECONOMIA - DEPEC
20010,EDU0722,G,PRATICA DE ENSINO NA ESCOLA DE 1* GRAU,DEPARTAMENTO DE EDUCAÇÃO
20011,ELE0315,G,ELETRONICA DIGITAL I,DEPARTAMENTO DE ENGENHARIA ELÉTRICA
20012,DCA0404,G,ARQUITETURA DE COMPUTADORES,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20013,DCA0418,G,SUPERVISAO E CONTROLE OPERACIONAL DE SISTEMAS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20015,DCA0420,G,LINGUAGEM DE DESCRICAO DE HARDWARE,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20016,DPU0020,G,DIREITO ADMINISTRATIVO I,DEPARTAMENTO DE DIREITO PUBLICO - DIPUB
20017,EST0073,G,ESTATISTICA NAO-PARAMETRICA,DEPARTAMENTO DE ESTATISTICA
20018,EST0077,G,METODOS COMPUTACIONAIS EM ESTATISTICA,DEPARTAMENTO DE ESTATISTICA
20019,EST0064,G,AMOSTRAGEM I,DEPARTAMENTO DE ESTATISTICA
20020,EST0083,G,PLANEJAMENTO DE EXPERIMENTOS I,DEPARTAMENTO DE ESTATISTICA
20021,EST0075,G,ATIVIDADE DE CONSULTORIA ESTATÍSTICA,DEPARTAMENTO DE ESTATISTICA
20022,CIV0322,G,HIDROLOGIA,DEPARTAMENTO DE ENGENHARIA CIVIL
20023,GEO0022,G,HIDROGEOLOGIA,DEPARTAMENTO DE GEOLOGIA
20024,LET0308,G,ESTILISTICA DA LINGUA PORTUGUESA I,DEPARTAMENTO DE LETRAS
20025,LET0317,G,FILOLOGIA PORTUGUESA,DEPARTAMENTO DE LETRAS
20026,LET0564,G,LITERATURA FRANCESA IV,DEPARTAMENTO DE LETRAS
20027,MAT0005,G,CALCULO DIFERENCIAL E INTEGRAL II,DEPARTAMENTO DE MATEMÁTICA
20028,MAT0015,G,EQUACOES DIFERENCIAIS ORDINARIAS,DEPARTAMENTO DE MATEMÁTICA
20029,DCA0414,G,INTRODUCAO A ROBOTICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20030,DCA0441,G,TOPICOS ESPECIAIS EM ROBOTICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20031,DCA0440,G,SISTEMAS ROBOTICOS AUTONOMOS,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20032,DCA0435,G,COMPUTACAO GRAFICA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20033,FIS0313,G,ONDAS E FISICA MODERNA,DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL
20034,DCA0304,G,METODOS COMPUTACIONAIS EM ENGENHARIA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
20035,MEC0375,G,TRANSMISSAO DE CALOR,DEPARTAMENTO DE ENGENHARIA MECANICA
20036,DEF0206,G,SOCORROS DE URGENCIA,DEPARTAMENTO DE EDUCAÇÃO FÍSICA
20037,DEQ0354,G,ENGENHARIA DE QUALIDADE TOTAL,DEPARTAMENTO DE ENGENHARIA QUIMICA
20038,QUI0040,G,FISICO-QUIMICA I,INSTITUTO DE QUÍMICA
20039,QUI0147,G,QUIMICA INDUSTRIAL BASICA,INSTITUTO DE QUÍMICA
20040,DEQ0327,G,MICROBIOLOGIA E ENZIMOLOGIA INDUSTRIAL,DEPARTAMENTO DE ENGENHARIA QUIMICA
20043,ACT0047,G,TOPICOS AVANCADOS EM ANALISES CLINICAS,DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS
20044,ACT0042,G,BIOQUIMICA HORMONAL,DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS
20045,ACT0045,G,UROANALISE,DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS
20047,ADM0011,G,ADMINISTRACAO DE VENDAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20048,ADM0014,G,PESQUISA MERCADOLOGICA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20049,ADM0004,G,ADMINISTRACAO DE MATERIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20050,ADM0002,G,TEORIA GERAL DA ADMINISTRACAO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20051,ADM0032,G,ADMINISTRACAO DE PESSOAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20052,ADM0040,G,ADMINISTRACAO DE MATERIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20053,ADM0012,G,ORGANIZACAO E METODOS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20054,ADM0006,G,ANALISE DE SISTEMA ADMINISTRATIVO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20055,ADM0036,G,MERCADOLOGIA I,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20056,ADM0045,G,PLANEJAMENTO GOVERNAMENTAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20057,ADM0039,G,CHEFIA E LIDERANCA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20058,ADM0008,G,ADMINISTRACAO DA PRODUCAO I,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20059,ADM0017,G,PROCESSO DECISORIO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20060,EDU0114,G,ADMINISTRACAO DA ESCOLA DE 1* GRAU,DEPARTAMENTO DE EDUCAÇÃO
20061,EDU0116,G,PRINCIPIOS E METODOS DE ADMINISTRACAO ESCOLAR,DEPARTAMENTO DE EDUCAÇÃO
20062,ADM0033,G,ORGANIZACAO E METODOS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20063,ADM0047,G,ADMINISTRACAO DE VENDAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20064,ADM0003,G,ADMINISTRACAO DE PESSOAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20065,ADM0029,G,ESTRATEGIA EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20066,ADM0401,G,ORGANIZACAO E METODOS I,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20067,ADM0005,G,ADMINISTRACAO FINANCEIRA E ORCAMENTARIA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20068,ADM0408,G,ADMINISTRACAO DE NOVOS NEGOCIOS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20069,ADM0409,G,ADMINISTRACAO DE PEQUENAS EMPRESAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20070,ADM0007,G,PLANEJAMENTO GOVERNAMENTAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20071,ADM0010,G,ORCAMENTO EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20072,ADM0009,G,ADMINISTRACAO DA PRODUCAO II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20074,ADM0030,G,COMUNICACOES ADMINISTRATIVAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20075,CIN0010,G,PLANEJ. DE BIBLIOTECA E SERVICO DE INFORMACAO,DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO
20076,CSH0074,G,DESENVOLVIMENTO GERENCIAL E INTERPESSOAL,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20077,CSH0075,G,CONFLITO E NEGOCIACAO NO TRABALHO,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20078,ADM0046,G,COMUNICACOES ADMINISTRATIVAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20079,ADM0035,G,ADMINISTRACAO FINANCEIRA E ORCAMENTARIA II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20080,CSH0021,G,ADMINISTRACAO FINANCEIRA II,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20081,ADM0038,G,ORGANIZACAO INTERNACIONAL DO COMERCIO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20082,ADM0043,G,ORCAMENTO EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20083,ADM0417,G,MERCADO DE CAPITAIS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20084,ADM0037,G,MERCADOLOGIA II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20085,ADM0042,G,ESTRATEGIA EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20086,CSH0026,G,ADMINISTRACAO DA INFORMACAO,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20087,ADM0102,G,RECURSOS HUMANOS II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20088,ADM0107,G,RELACOES HUMANAS NA ORGANIZACAO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20091,ADM0108,G,GESTAO E LIDERANCA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20092,ADM0105,G,ETICA PROFISSIONAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20093,ADM0202,G,TEORIA GERAL DA ADMINISTRACAO II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20094,CSH0008,G,TEORIA GERAL DA ADMINISTRACAO II,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20095,ADM0411,G,PLANEJAMENTO TURISTICO I (PLANEJAMENTO ECONOMICO),DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20096,ADM0101,G,RECURSOS HUMANOS I,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20097,ADM0414,G,GESTAO HOTELEIRA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20098,ADM0304,G,ADMINISTRACAO DA INFORMACAO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20099,ADM0402,G,RECURSOS MATERIAIS E PATRIMONIAIS I,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20100,CSH0067,G,RECURSOS HUMANOS I,CERES - DEPTO CIÊNCIAS SOCIAIS E HUMANAS
20101,ADM0207,G,ESTRATEGIA EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20102,ADM0413,G,MARKETING TURISTICO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20103,ADM0309,G,ANALISE E PLANEJAMENTO MERCADOLOGICO,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20104,ADM0303,G,MICROINFORMATICA NA EMPRESA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20105,ADM0310,G,ADMINISTRACAO DA INFORMATICA NA EMPRESA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20107,ADM0205,G,TOPICOS DE INF. E SOCIEDADE,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20108,ADM0405,G,ORGANIZACAO E METODOS II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20109,ADM0406,G,RECURSOS MATERIAIS E PATRIMONIAIS II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20110,ADM0416,G,ADMINISTRACAO FINANCEIRA II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20111,ADM0521,G,MERCADO FUTURO E DE OPCOES,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20112,ADM0525,G,JOGOS DE EMPRESAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20113,ADM0404,G,ORCAMENTO EMPRESARIAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20114,ADM0113,G,COMUNICACOES ADMINISTRATIVAS,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20115,ADM0412,G,PLANEJAMENTO TURISTICO II (PLANEJAMENTO FISICO),DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20116,ADM0418,G,PRATICA DE ENGENHARIA ECONOMICA,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20117,ADM0425,G,ADMINISTRACAO DA PRODUCAO II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20118,ADM0511,G,ADMINISTRACAO DA INFORMACAO II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20120,ADM0542,G,GESTAO DE PESSOAS II,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20122,ADM0103,G,DESENVOLVIMENTO GERENCIAL E INTERPESSOAL,DEPARTAMENTO DE CIÊNCIAS ADMINISTRATIVAS - DEPAD
20123,AGP0005,G,ZOOTECNICA ESPECIAL,DEPARTAMENTO DE AGROPECUÁRIA
20124,AGP0003,G,HORTICULTURA E FRUTICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20125,AGP0007,G,AGRICULTURA ESPECIAL,DEPARTAMENTO DE AGROPECUÁRIA
20127,AGP0011,G,CHEFIA E GERENCIA COOPERATIVAS,DEPARTAMENTO DE AGROPECUÁRIA
20128,AGP0015,G,ADMINISTRACAO DE EMPRESA RURAL II,DEPARTAMENTO DE AGROPECUÁRIA
20129,AGP0116,G,AVICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20130,AGP0118,G,SUINOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20131,AGP0119,G,EQUIDEOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20132,AGP0113,G,CAPRINO E OVINOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20133,AGP0114,G,BOVINOCULTURA DE CORTE,DEPARTAMENTO DE AGROPECUÁRIA
20134,AGP0115,G,BOVINOCULTURA DE LEITE,DEPARTAMENTO DE AGROPECUÁRIA
20135,AGP0108,G,ALIMENTOS E ALIMENTACAO II,DEPARTAMENTO DE AGROPECUÁRIA
20137,AGP0205,G,"MANEJO, CONSERVACAO E FERTILIZACAO DO SOLO",DEPARTAMENTO DE AGROPECUÁRIA
20138,AGP0227,G,FISIOLOGIA TEC.REPROD.ANIMAL,DEPARTAMENTO DE AGROPECUÁRIA
20139,AGP0214,G,NUTRICAO DE NAO RUMINANTES,DEPARTAMENTO DE AGROPECUÁRIA
20140,AGP0224,G,BOVINOCULTURA DE LEITE,DEPARTAMENTO DE AGROPECUÁRIA
20141,AGP0223,G,AVICULTURA I,DEPARTAMENTO DE AGROPECUÁRIA
20142,AGP0225,G,EQUIDEOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20143,AGP0232,G,SUINOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20144,AGP0217,G,BOVINOCULTURA DE CORTE,DEPARTAMENTO DE AGROPECUÁRIA
20145,AGP0210,G,ALIMENTOS E ALIMENTACAO,DEPARTAMENTO DE AGROPECUÁRIA
20146,AGP0211,G,PARASITOLOGIA APLICADA A ZOOTECNIA,DEPARTAMENTO DE AGROPECUÁRIA
20147,AGP0216,G,HIGIENE E PROFILAXIA ZOOTECNICA,DEPARTAMENTO DE AGROPECUÁRIA
20148,AGP0229,G,ORG.DE EXP.E JULG.DE ANIMAIS,DEPARTAMENTO DE AGROPECUÁRIA
20149,AGP0231,G,CARNES E TIPIF.DE CARCACAS,DEPARTAMENTO DE AGROPECUÁRIA
20150,AGP0220,G,NUTRICAO DE RUMINANTES,DEPARTAMENTO DE AGROPECUÁRIA
20151,AGP0099,G,CUNICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20152,AGP0228,G,APICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20153,AGP0093,G,BUBALINOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20154,AGP0213,G,FORRAGICULTURA I,DEPARTAMENTO DE AGROPECUÁRIA
20155,AGP0230,G,CAPRINO E OVINOCULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20156,AGP0221,G,TEC.DE PROD.DE ORIGEM ANIMAL,DEPARTAMENTO DE AGROPECUÁRIA
20157,AGP0208,G,BIOCLIMATOLOGIA ANIMAL,DEPARTAMENTO DE AGROPECUÁRIA
20158,AGP0222,G,ADMINISTRACAO RURAL,COORDENAÇÃO DO CURSO DE ZOOTECNIA
20159,AGP0098,G,SERICICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20160,DOL0033,G,PISCICULTURA,DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA
20161,AGP0097,G,RANICULTURA,DEPARTAMENTO DE AGROPECUÁRIA
20163,AGP0218,G,PRAGAS E DOENCAS PLANT.FORRAG.,DEPARTAMENTO DE AGROPECUÁRIA
20164,AGP0219,G,FORRAGICULTURA II,DEPARTAMENTO DE AGROPECUÁRIA
20165,AGP0094,G,FORMULACAO DE RACOES,DEPARTAMENTO DE AGROPECUÁRIA
20166,AGP0018,G,GESTÃO AGROINDUSTRIAL,DEPARTAMENTO DE AGROPECUÁRIA
20167,AGP0020,G,PLANEJAMENTO ESTRATÉGICO DA PRODUÇÃO AGROPECUÁRIA,DEPARTAMENTO DE AGROPECUÁRIA
20168,AGP0092,G,AVICULTURA II,DEPARTAMENTO DE AGROPECUÁRIA
20169,GEO0006,G,DESENHO GEOLOGICO,DEPARTAMENTO DE GEOLOGIA
20170,ARQ0003,G,DESENHO ARQUITETONICO I,DEPARTAMENTO DE ARQUITETURA
20171,ARQ0204,G,PLASTICA I,DEPARTAMENTO DE ARQUITETURA
20172,GEO0052,G,DESENHO GEOLOGICO,DEPARTAMENTO DE GEOLOGIA
20173,AGP0212,G,INSTALACOES ZOOTECNICAS,DEPARTAMENTO DE AGROPECUÁRIA
20174,MEQ0005,G,DESENHO DE MAQUINAS,DEPARTAMENTO DE ENGENHARIA MECANICA
20175,ELE0019,G,DESENHO DE SISTEMAS ELETRICOS,DEPARTAMENTO DE ENGENHARIA ELÉTRICA
20176,CIV0007,G,TOPOGRAFIA,DEPARTAMENTO DE ENGENHARIA CIVIL
20177,ARQ0004,G,PRINCIPIOS DE ARQUITETURA E URBANISMO,DEPARTAMENTO DE ARQUITETURA
20179,CIV0040,G,PROJETO DE ESTRUTURAS,DEPARTAMENTO DE ENGENHARIA CIVIL
20180,MEC0354,G,DESENHO TECNICO MECANICO,DEPARTAMENTO DE ENGENHARIA MECANICA
20181,ARQ0113,G,ARQUITETURA DE INTERIORES 02,DEPARTAMENTO DE ARQUITETURA
20182,ARQ0128,G,ARQUITETURA DE INTERIORES 02,DEPARTAMENTO DE ARQUITETURA
20183,ARQ0184,G,PESQUISA APLIC. A ARQUITETURA E AO URBANISMO 02,DEPARTAMENTO DE ARQUITETURA
20184,ARQ0200,G,ESTETICA E ARTES NO BRASIL,DEPARTAMENTO DE ARQUITETURA
20185,ARQ0220,G,HISTORIA DA ARQUITETURA I,DEPARTAMENTO DE ARQUITETURA
20186,ARQ0203,G,DESENHO ARQUITETONICO II,DEPARTAMENTO DE ARQUITETURA
20187,ARQ0206,G,PLANEJAMENTO ARQUITETONICO I,DEPARTAMENTO DE ARQUITETURA
20188,CIV0101,G,MATERIAIS E PROCESSOS CONSTRUTIVOS I,DEPARTAMENTO DE ENGENHARIA CIVIL
20189,ARQ0205,G,PLASTICA II,DEPARTAMENTO DE ARQUITETURA
20190,ARQ0231,G,AMBIENTACAO,DEPARTAMENTO DE ARQUITETURA
20191,ARQ0207,G,PLANEJAMENTO ARQUITETONICO II,DEPARTAMENTO DE ARQUITETURA
20192,ARQ0208,G,PLANEJAMENTO ARQUITETONICO III,DEPARTAMENTO DE ARQUITETURA
20193,ARQ0226,G,HIGIENE DA HABITACAO I,DEPARTAMENTO DE ARQUITETURA
20194,ARQ0230,G,INSTALACOES E EQUIPAMENTOS,DEPARTAMENTO DE ARQUITETURA
20195,ARQ0209,G,PLANEJAMENTO ARQUITETONICO IV,DEPARTAMENTO DE ARQUITETURA
20196,ARQ0210,G,PLANEJAMENTO ARQUITETONICO V,DEPARTAMENTO DE ARQUITETURA
20197,ARQ0211,G,PLANEJAMENTO ARQUITETONICO VI,DEPARTAMENTO DE ARQUITETURA
20198,ARQ0216,G,PLANEJAMENTO URBANO E REGIONAL I,DEPARTAMENTO DE ARQUITETURA
20199,ARQ0212,G,PLANEJAMENTO ARQUITETONICO VII,DEPARTAMENTO DE ARQUITETURA
20200,ARQ0221,G,PLANEJ URB E REGIONAL II,DEPARTAMENTO DE ARQUITETURA
20201,ARQ0223,G,HISTORIA DA ARQUITETURA II,DEPARTAMENTO DE ARQUITETURA
20202,ARQ0224,G,HISTORIA DA ARQUITETURA III,DEPARTAMENTO DE ARQUITETURA
20203,ARQ0233,G,TEORIA DA ARQUITETURA,DEPARTAMENTO DE ARQUITETURA
20204,ARQ0229,G,HISTORIA DA ARQUITETURA IV,DEPARTAMENTO DE ARQUITETURA
20205,ARQ0227,G,HIGIENE DA HABITACAO II,DEPARTAMENTO DE ARQUITETURA
20206,ARQ0251,G,ARQUITETURA DE INTERIORES II,DEPARTAMENTO DE ARQUITETURA
20207,ARQ0269,G,PESQUISA APLICADA A ARQUITETURA E URBANISMO 02,DEPARTAMENTO DE ARQUITETURA
20208,ARQ0431,G,PERSPECTIVA E SOMBRA,DEPARTAMENTO DE ARQUITETURA
20209,ARQ0353,G,TEORIA E HISTORIA DA ARQUITETURA IV,DEPARTAMENTO DE ARQUITETURA
20210,ARQ0346,G,TEORIA E HISTORIA DA ARQUITETURA III,DEPARTAMENTO DE ARQUITETURA
20211,ARQ0421,G,GEOMETRIA GRAFICA 02,DEPARTAMENTO DE ARQUITETURA
20212,ARQ0432,G,DESENHO ARTISTICO 02,DEPARTAMENTO DE ARQUITETURA
20213,ARQ0422,G,DESENHO DE ARQUITETURA 02,DEPARTAMENTO DE ARQUITETURA
20214,ARQ0425,G,ESTETICA E HISTORIA DAS ARTES 02,DEPARTAMENTO DE ARQUITETURA
20215,ARQ0104,G,MAQUETES E PROTOTIPOS,DEPARTAMENTO DE ARQUITETURA
20216,ARQ0102,G,ANTROPOMETRIA APLICADA A ARQUITETURA E URBANISMO,DEPARTAMENTO DE ARQUITETURA
20217,ARQ0103,G,OFICINA DO DESENHO,DEPARTAMENTO DE ARQUITETURA
20218,ARQ0441,G,INFORMATICA APLICADA A ARQUITETURA E URBANISMO 01,DEPARTAMENTO DE ARQUITETURA
20219,ARQ0162,G,CULTURA BRASILEIRA,DEPARTAMENTO DE ARQUITETURA
20220,ARQ0116,G,ARTE NO EXTREMO ORIENTE,DEPARTAMENTO DE ARQUITETURA
20221,ARQ0160,G,ARTE NO EXTREMO ORIENTE,DEPARTAMENTO DE ARQUITETURA
20222,ARQ0435,G,HISTORIA E TEORIA DA ARQUITETURA 01,DEPARTAMENTO DE ARQUITETURA
20223,ARQ0118,G,CULTURA BRASILEIRA,DEPARTAMENTO DE ARQUITETURA
20224,ARQ0437,G,ESTATICA E RESISTENCIA,DEPARTAMENTO DE ARQUITETURA
20225,ARQ0444,G,FUND. SOCIAIS E AMBIENTAIS DA ARQ. E URBANISMO 03,DEPARTAMENTO DE ARQUITETURA
20226,ARQ0445,G,HISTORIA E TEORIA DA ARQUITETURA 02,DEPARTAMENTO DE ARQUITETURA
20227,ARQ0456,G,CONSTRUCAO 02,DEPARTAMENTO DE ARQUITETURA
20228,ARQ0447,G,ESTRUTURA 01,DEPARTAMENTO DE ARQUITETURA
20229,ARQ0451,G,INFORMATICA APLICADA A ARQUITETURA E URBANISMO 02,DEPARTAMENTO DE ARQUITETURA
20230,ARQ0126,G,ACESSIBILIDADE ARQUITETONICA,DEPARTAMENTO DE ARQUITETURA
20231,ARQ0111,G,ACESSIBILIDADE ARQUITETONICA                 .,DEPARTAMENTO DE ARQUITETURA
20232,ARQ0453,G,PAISAGISMO 01,DEPARTAMENTO DE ARQUITETURA
20233,ARQ0120,G,AVALIACAO POS-OCUPACAO DE EDIFICACOES,DEPARTAMENTO DE ARQUITETURA
20234,ARQ0105,G,AVALIACAO POS-OCUPACAO DE EDIFICACOES,DEPARTAMENTO DE ARQUITETURA
20235,ARQ0454,G,PLANEJAMENTO E PROJETO URBANO E REGIONAL 01,DEPARTAMENTO DE ARQUITETURA
20236,ARQ0455,G,HISTORIA E TEORIA DA ARQUITETURA 03,DEPARTAMENTO DE ARQUITETURA
20237,ARQ0180,G,ESTUDOS APLICADOS DE CONFORTO AMBIENTAL,DEPARTAMENTO DE ARQUITETURA
20238,ARQ0465,G,CONFORTO AMBIENTAL 02,DEPARTAMENTO DE ARQUITETURA
20239,ARQ0112,G,ARQUITETURA DE INTERIORES 01,DEPARTAMENTO DE ARQUITETURA
20240,ARQ0127,G,ARQUITETURA DE INTERIORES 01,DEPARTAMENTO DE ARQUITETURA
20241,ARQ0457,G,ESTRUTURA 02,DEPARTAMENTO DE ARQUITETURA
20242,ARQ0100,G,INFORMATIZACAO DO PROJETO ARQUITETONICO,DEPARTAMENTO DE ARQUITETURA
20243,ARQ0101,G,SIST.DE INFOR.GEOG.-SIG-APLIC. A ARQ. E URBANISMO,DEPARTAMENTO DE ARQUITETURA
20244,ARQ0106,G,COMUNICACAO VISUAL,DEPARTAMENTO DE ARQUITETURA
20245,ARQ0121,G,COMUNICACAO VUSUAL,DEPARTAMENTO DE ARQUITETURA
20246,ARQ0107,G,BOTANICA APLICADA AO MEIO AMBIENTE,DEPARTAMENTO DE ARQUITETURA
20247,ARQ0122,G,BOTANICA APLICADA AO MEIO AMBIENTE,DEPARTAMENTO DE ARQUITETURA
