id_componente,codigo,nivel,nome,unidade_responsavel
42096,DPR3213,G,PRÁTICA DE PROCESSO ELETRÔNICO,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42097,DPR3214,G,PRÁTICA DE DIREITO IMOBILIÁRIO,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42098,DPR3215,G,PRÁTICA DE PROCESSO ADMINISTRATIVO,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42099,LEM2026,G,OFICINA DE EXPRESSÃO ORAL EM LÍNGUA INGLESA IV,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42100,LEM2027,G,FONÉTICA E FONOLOGIA DA LÍNGUA INGLESA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42101,LEM2028,G,HISTÓRIA DA LÍNGUA INGLESA E ESTUDOS CULTURAIS I,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42102,DPR3301,G,PRÁTICA JURÍDICA III - ATENDIMENTOS,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42103,LEM2029,G,HISTÓRIA DA LÍNGUA INGLESA E ESTUDOS CULTURAIS II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42104,DPR3302,G,PRÁTICAS SIMULADAS,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42105,DPR3303,G,AUDIÊNCIAS SIMULADAS,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42106,LEM2030,G,LINGUÍSTICA APLICADA E ENSINO DE LÍNGUA INGLESA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42107,DPR3304,G,JÚRI SIMULADO,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42108,LEM2031,G,TRADUÇÃO DE LÍNGUA INGLESA I,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42109,LEM2032,G,TÓPICOS AVANÇADOS EM LITERATURA DA LÍNGUA INGLESA I,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42110,LEM2033,G,CRÍTICA LITERÁRIA DA LÍNGUA INGLESA I,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42111,DPR3305,G,ORGANIZAÇÃO E FUNCIONAMENTO DO PODER JUDICIÁRIO (VISITAS A FÓRUNS E SEÇÕES),DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42112,LEM2024,G,TEORIA LITERÁRIA DA LÍNGUA INGLESA,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42113,DPR3306,G,COMISSÕES DE CONCILIAÇÃO,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42114,LEM2034,G,TRADUÇÃO DE LÍNGUA INGLESA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42115,LEM2035,G,VISÕES DA GRAMÁTICA DA LÍNGUA INGLESA,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42116,DPR3401,G,ATENDIMENTOS - ANDAMENTOS PROCESSUAIS,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42117,LEM2036,G,TÓPICOS AVANÇADOS EM LITERATURA DA LÍNGUA INGLESA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42118,LEM2037,G,CRÍTICA LITERÁRIA DE LÍNGUA INGLESA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42149,BEZ0058,G,COLETA E TAXIDERMIA DE AVES E CURADORIA DE COLEÇÕES BIOLÓGICAS,DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA
42150,PSI3083,G,TÓPICOS DE PSICOLOGIA COGNITIVA,DEPARTAMENTO DE PSICOLOGIA
42152,LEM3033,G,INTERCOMPREENSÃO DE LÍNGUAS ROMÂNICAS,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42153,DOD0061,G,GERONTOLOGIA,DEPARTAMENTO DE ODONTOLOGIA
42154,DOD0062,G,ODONTOLOGIA HOSPITALAR,DEPARTAMENTO DE ODONTOLOGIA
42155,DOD0063,G,CONDUTA MULTIDISCIPLINAR NAS DISFUNCOES TEMPOROMANDIBULARES,DEPARTAMENTO DE ODONTOLOGIA
42157,DIM0541,G,BANCO DE DADOS,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42158,DIM0541.0,G,BANCO DE DADOS,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42159,DIM0541.1,G,PRATICA DE BANCO DE DADOS,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42160,DIM0543,G,DESENVOLVIMENTO DE SISTEMAS WEB,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42161,DIM0543.0,G,DESENVOLVIMENTO DE SISTEMAS WEB,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42162,DIM0543.1,G,PRATICA DE DESENVOLVIMENTO DE SISTEMAS WEB,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42163,DIM0542,G,PROGRAMAÇÃO CONCORRENTE,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42164,DIM0542.0,G,PROGRAMAÇÃO CONCORRENTE,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42165,DIM0542.1,G,PRATICA DE PROGRAMAÇÃO CONCORRENTE,DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA
42166,GEF0603,G,RELATÓRIO DE GRADUAÇÃO EM GEOFÍSICA,COORDENAÇÃO DO CURSO DE GEOFÍSICA
42181,HIS0044,G,HISTORIA DA ÁFRICA,DEPARTAMENTO DE HISTÓRIA
42182,CIV0400,G,ESTÁGIO SUPERVISIONADO,COORDENAÇÃO DO CURSO ENGENHARIA CIVIL
42197,LEM4040,G,LÍNGUA ESPANHOLA III,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42221,DEQ0005,G,PRINCÍPIOS DOS PROCESSOS QUÍMICOS PARA A INDÚSTRIA DOS ALIMENTOS,DEPARTAMENTO DE ENGENHARIA QUIMICA
42223,DEQ0019,G,TECNOLOGIA DE ALIMENTOS DE ORIGEM ANIMAL,DEPARTAMENTO DE ENGENHARIA QUIMICA
42224,DEQ0020,G,TECNOLOGIA DE ALIMENTOS DE ORIGEM VEGETAL,DEPARTAMENTO DE ENGENHARIA QUIMICA
42225,DEQ0021,G,INTRODUÇÃO AO TRABALHO DE CONCLUSÃO DE CURSO,DEPARTAMENTO DE ENGENHARIA QUIMICA
42226,DEQ0022,G,TRABALHO DE CONCLUSÃO DE CURSO,DEPARTAMENTO DE ENGENHARIA QUIMICA
42227,DEQ0023,G,TECNOLOGIA DE EMBALAGENS,DEPARTAMENTO DE ENGENHARIA QUIMICA
42228,DET0138,G,GESTÃO AMBIENTAL,DEPARTAMENTO DE ENGENHARIA TÊXTIL
42229,NUT0101,G,ESTÁGIO SUPERVISIONADO ADM. SERVIÇOS DE ALIMENTAÇÃO,COORDENAÇÃO DO CURSO DE NUTRIÇÃO
42230,PSI3084,G,CUIDADOS EM SAÚDE,DEPARTAMENTO DE PSICOLOGIA
42231,INF0003,G,INFECTOLOGIA: PRINCÍPIOS E PRÁTICA CLÍNICA,DEPARTAMENTO DE INFECTOLOGIA
42232,DET0130,G,LABORATÓRIO DE CONTROLE DE QUALIDADE,DEPARTAMENTO DE ENGENHARIA TÊXTIL
42233,LEM4013,G,FONÉTICA E FONOLOGIA DA LÍNGUA ESPANHOLA II,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42234,LEM4026,G,ESTUDOS GRAMATICAIS AVANÇADOS I,DEPARTAMENTO DE LINGUAS E LITERATURAS ESTRANGEIRAS MODERNAS
42235,DPR3100,G,PRÁTICA JURÍDICA I,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42236,DPR3200,G,PRÁTICA JURÍDICA II,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42237,DPR3300,G,PRÁTICA JURÍDICA III,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42238,DPR3400,G,PRÁTICA JURÍDICA IV,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42239,DPR3202,G,PRÁTICA TRABALHISTA,DEPARTAMENTO DE DIREITO PRIVADO - DIPRI
42240,DED0800,G,LÍNGUA BRASILEIRA DE SINAIS - LIBRAS,DEPARTAMENTO DE EDUCAÇÃO - CERES
42241,DMP0057,G,CONTROLE EPIDEMIOLÓGICO E LABORATORIAL DA TUBERCOLOSE,DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA
42242,DET0121,G,NANOTECNOLOGIA,DEPARTAMENTO DE ENGENHARIA TÊXTIL
42243,MUS5009,G,PREPARAÇÃO PARA O PALCO E PERFORMANCE,ESCOLA DE MÚSICA
42244,MUS0343,G,OFICINA DE COMPOSIÇÃO EM EDUCAÇÃO MUSICAL,ESCOLA DE MÚSICA
42245,DCA0424,G,TÓPICOS ESPECIAIS EM COMPUTAÇÃO PARALELA,DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO
42257,MUS5008,G,TÓPICOS AVANÇADOS EM NEUROBIOLOGIA DA MÚSICA,ESCOLA DE MÚSICA
42258,DED0900,G,ESTÁGIO NA ESCOLA DE ENSINO FUNDAMENTAL,DEPARTAMENTO DE EDUCAÇÃO - CERES
42261,ECT1503,G,MATEMÁTICA FINANCEIRA,ESCOLA DE CIÊNCIAS E TECNOLOGIA
42262,QUI0090,G,ESTAGIO OBRIGATORIO,INSTITUTO DE QUÍMICA
42264,QUI0091,G,COMPOSIÇÃO E PROPRIEDADES DE FLUIDOS DE PERFURAÇÃO E COMPLETAÇÃO,INSTITUTO DE QUÍMICA
42265,MCL2020,G,INTERNATO EM MEDICINA DE FAMÍLIA E COMUNIDADE,DEPARTAMENTO DE MEDICINA CLÍNICA
42269,NUT0102,G,ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO CLÍNICA,COORDENAÇÃO DO CURSO DE NUTRIÇÃO
42270,NUT0103,G,ESTÁGIO SUPERVISIONADO EM NUTRIÇÃO SOCIAL,COORDENAÇÃO DO CURSO DE NUTRIÇÃO
42378,AGR0347,G,CALCULOS DIFERENCIAL E INTEGRAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42379,AGR0351,G,BIOLOGIA CELULAR E MOLECULAR,ESCOLA AGRÍCOLA DE JUNDIAÍ
42380,AGR0352,G,QUIMICA GERAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42381,AGR0353,G,INTRODUÇÃO A AGROINFORMATICA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42382,AGR0359,G,MICROBIOLOGIA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42383,AGR0355,G,DESENHO TECNICO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42384,AGR0348,G,MORFOLOGIA E SISTEMÁTICA VEGETAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42385,AGR0302,G,ESTATISTICA GERAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42386,AGR0358,G,FISICA GERAL E EXPERIMENTAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42387,AGR0354,G,ECOLOGIA DE ECOSSISTEMAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42388,AGR0356,G,ZOOLOGIA GERAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42389,AGR0301,G,AGROMETEOROLOGIA E CLIMATOLOGIA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42390,AGR0303,G,ANATOMIA VEGETAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42391,AGR0360,G,FISIOLOGIA VEGETAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42392,AGR0361,G,BIOQUIMICA BASICA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42393,AGR0311,G,METODOS E TECNICAS DE PESQUISA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42394,AGR0305,G,GENETICA GERAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42395,AGR0317,G,MELHORAMENTO VEGETAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42396,AGR0349,G,TOPOGRAFIA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42397,AGR0304,G,CIÊNCIA DO SOLO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42399,AGR0306,G,FERTILIDADE DO SOLO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42400,AGR0307,G,HIDRAULICA APLICADA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42401,AGR0308,G,ZOOTECNIA GERAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42402,AGR0309,G,ECONOMIA DO AGRONEGOCIO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42403,AGR0310,G,FITOPATOLOGIA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42404,AGR0312,G,MANEJO E CONSERVAÇÃO DOS SOLOS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42405,AGR0313,G,NUTRIÇÃO MINERAL DAS PLANTAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42406,AGR0314,G,FORRAGICULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42407,AGR0315,G,SOCIOLOGIA E EXTENSÃO RURAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42408,AGR0316,G,CULTURAS AGRÍCOLAS I,ESCOLA AGRÍCOLA DE JUNDIAÍ
42409,CGD0001,G,ESTÁGIO CURRICULAR SUPERVISIONADO I,COORDENAÇÃO DO CURSO DE GEOGRAFIA A DISTÂNCIA - CERES
42410,CGD0002,G,ESTÁGIO CURRICULAR SUPERVISIONADO II,COORDENAÇÃO DO CURSO DE GEOGRAFIA A DISTÂNCIA - CERES
42420,CGD0003,G,ESTÁGIO CURRICULAR SUPERVISIONADO III,COORDENAÇÃO DO CURSO DE GEOGRAFIA A DISTÂNCIA - CERES
42436,AGR0318,G,IRRIGAÇÃO E DRENAGEM,ESCOLA AGRÍCOLA DE JUNDIAÍ
42437,AGR0319,G,ENERGIA DA BIOMASSA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42438,AGR0320,G,CULTURAS AGRICOLAS II,ESCOLA AGRÍCOLA DE JUNDIAÍ
42439,AGR0321,G,ENTOMOLOGIA AGRICOLA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42440,AGR0322,G,CONTROLE DE PLANTAS DANINHAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42441,AGR0323,G,CONSTRUÇÕES RURAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42442,AGR0324,G,MECANIZAÇÃO AGRÍCOLA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42443,AGR0325,G,ELETRIFICAÇÃO RURAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42444,AGR0326,G,BIOTECNOLOGIA AGRICOLA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42445,AGR0327,G,CULTURAS AGRICOLAS III,ESCOLA AGRÍCOLA DE JUNDIAÍ
42446,AGR0328,G,PRAGAS DAS PLANTAS CULTIVADAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42447,AGR0329,G,PLANEJAMENTO AGROENERGETICO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42448,AGR0331,G,GESTÃO DE RECURSOS NATURAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42449,AGR0332,G,FRUTICULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42450,AGR0333,G,PLANEJAMENTO ESTRATÉGICO DA PRODUÇÃO AGROPECUÁRIA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42451,AGR0334,G,SILVICULTURA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42452,AGR0341,G,BIOENERGIAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42453,AGR0350,G,GESTÃO EMPRESARIAL RURAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42454,AGR0339,G,GESTÃO DE PROJETOS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42455,AGR0346,G,GEOPROCESSAMENTO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42456,AGR0362,G,TECNOLOGIA DE PÓS-COLHEITA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42457,AGR0357,G,AGRICULTURA FAMILIAR,ESCOLA AGRÍCOLA DE JUNDIAÍ
42458,AGR0338,G,ETICA E EXERCICIO PROFISSIONAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42459,AGR0335,G,HIDROLOGIA E MANEJO DE BACIAS HIDROGRAFICAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42460,AGR0336,G,ANÁLISE DE VIABILIDADE DE PROJETOS AGROPECUÁRIOS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42461,AGR0340,G,LOGÍSTICA AGROINDUSTRIAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42462,AGR0337,G,MARKETING E MERCADOS AGROINDUSTRIAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42463,AGR0330,G,CONTROLE DE QUALIDADE,ESCOLA AGRÍCOLA DE JUNDIAÍ
42464,AGR0342,G,SECAGEM E ARMAZENAMENTO DE GRÃOS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42477,AGR0343,G,GERENCIAMENTO DE COMPLEXOS AGROINDUSTRIAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42478,AGR0344,G,COOPERATIVISMO AGRÍCOLA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42479,AGR0345,G,LEGISLAÇÃO E LICENCIAMENTO AMBIENTAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42598,MED0304,G,MEDICINA BASEADA EM EVIDÊNCIAS,COORDENAÇÃO DO CURSO DE MEDICINA
42604,EST0094,G,MÉTODOS DE TABELAS DE SOBREVIVÊNCIA,DEPARTAMENTO DE ESTATISTICA
42783,AGR0363,G,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO EM ENGENHARIA AGRONOMICA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42784,AGR0364,G,TRABALHO DE CONCLUSÃO DE CURSO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42785,AGR0365,G,ESCRITORIO DE PROJETOS I,ESCOLA AGRÍCOLA DE JUNDIAÍ
42786,AGR0366,G,ESCRITORIO DE PROJETOS II,ESCOLA AGRÍCOLA DE JUNDIAÍ
42787,AGR0367,G,ATIVIDADES COMPLEMENTARES,ESCOLA AGRÍCOLA DE JUNDIAÍ
42788,AGR0368,G,AGROECOLOGIA E AGRICULTURA ORGÂNICA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42789,AGR0369,G,UNIDADES DE CONSERVAÇÃO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42790,AGR0370,G,RECUPERAÇÃO DE MATAS CILIARES,ESCOLA AGRÍCOLA DE JUNDIAÍ
42791,AGR0371,G,PRODUTOS ENERGÉTICOS DA MADEIRA,ESCOLA AGRÍCOLA DE JUNDIAÍ
42792,AGR0372,G,PERÍCIA AMBIENTAL,ESCOLA AGRÍCOLA DE JUNDIAÍ
42793,AGR0373,G,SISTEMAS AGROFLORESTAIS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42794,AGR0374,G,RECUPERAÇÃO DE ÁREAS DEGRADADAS,ESCOLA AGRÍCOLA DE JUNDIAÍ
42795,DEQ0024,G,ATIVIDADE COMPLEMENTAR,DEPARTAMENTO DE ENGENHARIA QUIMICA
42821,CCH0001,G,ESTÁGIO SUPERVISIONADO I,CERES - COORDENAÇÃO DO CURSO DE LICENCIATURA EM HISTÓRIA
42822,CCH0002,G,ESTÁGIO SUPERVISIONADO II,CERES - COORDENAÇÃO DO CURSO DE LICENCIATURA EM HISTÓRIA
42823,CCH0003,G,ESTÁGIO SUPERVISIONADO III,CERES - COORDENAÇÃO DO CURSO DE LICENCIATURA EM HISTÓRIA
42824,CCH0004,G,ESTÁGIO SUPERVISIONADO IV,CERES - COORDENAÇÃO DO CURSO DE LICENCIATURA EM HISTÓRIA
42825,CCH0005,G,ATIVIDADES ACADÊMICO-CIENTÍFICO-CULTURAIS,CERES - COORDENAÇÃO DO CURSO DE LICENCIATURA EM HISTÓRIA
42862,BEZ0059,G,METODOLOGIA CIENTÍFICA APLICADA À ZOOLOGIA,DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA
42886,CCA0001,G,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO I,CERES - COORDENAÇÃO DO CURSO DE ADMINISTRAÇÃO
42887,CCA0002,G,ESTÁGIO SUPERVISIONADO OBRIGATÓRIO II,CERES - COORDENAÇÃO DO CURSO DE ADMINISTRAÇÃO
42888,BEZ0060,G,COLETA E TAXIDERMIA DE AVES E CURADORIA DE COLEÇÕES BIOLÓGICAS,DEPARTAMENTO DE BOTÂNICA E ZOOLOGIA
42889,ZOO0461,G,CRIAÇÃO DE ANIMAIS DE ESTIMAÇÃO,ESCOLA AGRÍCOLA DE JUNDIAÍ
42900,CCM0001,G,ESTÁGIO SUPERVISIONADO DE MATEMÁTICA I,CERES - COORDENAÇÃO DO CURSO DE MATEMATICA
42901,CCM0002,G,ESTÁGIO SUPERVISIONADO DE MATEMÁTICA II,CERES - COORDENAÇÃO DO CURSO DE MATEMATICA
42902,CCM0003,G,ESTÁGIO SUPERVISIONADO DE MATEMÁTICA III,CERES - COORDENAÇÃO DO CURSO DE MATEMATICA
42903,DIR0080,G,FUNDAMENTOS DO DIREITO E LEGISLAÇÃO DIGITAL,DEPARTAMENTO DE DIREITO - CERES
42904,SSO0110,G,ESTAGIO EM SERVIÇO SOCIAL I,COORDENAÇÃO DO CURSO DE SERVICO SOCIAL
42905,SSO0111,G,ESTÁGIO EM SERVIÇO SOCIAL II,COORDENAÇÃO DO CURSO DE SERVICO SOCIAL
42906,DFS0014,G,ESTUDOS DO ESTRESSE EM HUMANOS,DEPARTAMENTO DE FISIOLOGIA
42907,DFS0016,G,COMPORTAMENTO ANIMAL E BIOLOGIA DA CONSERVAÇÃO,DEPARTAMENTO DE FISIOLOGIA
42913,SSO0113,G,SEMINÁRIOS DE ESTÁGIO II,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42914,SSO0109,G,SEMINÁRIOS DE ESTÁGIO I,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42915,SSO0114,G,NÚCLEO DO FAZER PROFISSIONAL I,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42916,SSO0115,G,NÚCLEO DO FAZER PROFISSIONAL II,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42917,SSO0116,G,ORIENTAÇÃO DE TRABALHO DE CONCLUSÃO DE CURSO I,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42918,SSO0117,G,ORIENTAÇÃO DE TRABALHO DE CONCLUSÃO DE CURSO II,DEPARTAMENTO DE SERVIÇO SOCIAL - DESSO
42937,DEF0073,G,"MÍDIA, TECNOLOGIA E EDUCAÇÃO FÍSICA",DEPARTAMENTO DE EDUCAÇÃO FÍSICA
42938,EEN0001,G,SAÚDE E SOCIEDADE,ESCOLA DE SAÚDE
42939,EEN0002,G,POLÍTICAS DE SAÚDE NO BRASIL,ESCOLA DE SAÚDE
42940,NUT0104,G,TRABALHO DE CONCLUSÃO DE CURSO I,COORDENAÇÃO DO CURSO DE NUTRIÇÃO
42941,NUT0105,G,TRABALHO DE CONCLUSÃO DE CURSO II,COORDENAÇÃO DO CURSO DE NUTRIÇÃO
42942,NUT0106,G,ASPECTOS SOCIO-ANTROPOLOGICOS DA ALIMENTAÇAO HUMANA,DEPARTAMENTO DE NUTRIÇÃO
42943,CIV0052,G,HIDROLOGIA E CLIMATOLOGIA,DEPARTAMENTO DE ENGENHARIA CIVIL
42944,NUT0107,G,PROCESSO DE TRABALHO EM NUTRIÇÃO II,DEPARTAMENTO DE NUTRIÇÃO
42945,NUT0108,G,VIGILANCIA SANITARIA DE ALIMENTOS,DEPARTAMENTO DE NUTRIÇÃO
42946,NUT0109,G,PESQUISA APLICADA A NUTRIÇÃO II,DEPARTAMENTO DE NUTRIÇÃO
42948,NUT0110,G,TOPICOS ESPECIAIS EM DIETOTERAPIA,DEPARTAMENTO DE NUTRIÇÃO
42950,EEN0003,G,BIOÉTICA E ÉTICA NA GESTÃO,ESCOLA DE SAÚDE
42951,EEN0039,G,PROCESSO DE TRABALHO EM SAÚDE,ESCOLA DE SAÚDE
42952,EEN0004,G,TEORIA GERAL DAS ORGANIZAÇÕES,ESCOLA DE SAÚDE
42953,EEN0005,G,MODELOS DE GESTÃO E ORGANIZAÇÃO DOS SERVIÇOS DE SAÚDE,ESCOLA DE SAÚDE
42954,EEN0006,G,"COMUNICAÇÃO ORGANIZACIONAL: ESTRATÉGIAS DE LEITURA, ESCRITA E APRENDIZAGEM",ESCOLA DE SAÚDE
42975,LET2001,G,EDUCAÇÃO A DISTÂNCIA,DEPARTAMENTO DE LETRAS
42998,LET2024,G,ESTÁGIO CURRICULAR SUPERVISIONADO I,DEPARTAMENTO DE LETRAS
43002,LET2028,G,ESTÁGIO CURRICULAR SUPERVISIONADO II,DEPARTAMENTO DE LETRAS
43005,LET2031,G,LÍNGUA LATINA I,DEPARTAMENTO DE LETRAS
43006,MOR0065,G,EMBRIOLOGIA HUMANA PARA O CURSO DE ENFERMAGEM,DEPARTAMENTO DE MORFOLOGIA
43011,DHC0301,G,MÉTODOS E TÉCNICAS DE PESQUISA,CERES - DEPARTAMENTO DE HISTÓRIA
43012,DHC0302,G,PRÉ-HISTÓRIA,CERES - DEPARTAMENTO DE HISTÓRIA
43013,DHC0300,G,ESTUDOS HISTÓRICOS,CERES - DEPARTAMENTO DE HISTÓRIA
43014,DHC0303,G,HISTÓRIA ANTIGA,CERES - DEPARTAMENTO DE HISTÓRIA
43015,CSH5001,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA I,DEPARTAMENTO DE LETRAS - CERES
43016,CSH5002,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA II,DEPARTAMENTO DE LETRAS - CERES
43017,CSH5003,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA III,DEPARTAMENTO DE LETRAS - CERES
43018,CSH5004,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA IV,DEPARTAMENTO DE LETRAS - CERES
43019,CSH5011,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA I,CERES - COORDENAÇÃO DO CURSO DE LETRAS
43020,CSH5012,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA II,CERES - COORDENAÇÃO DO CURSO DE LETRAS
43021,CSH5013,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA III,CERES - COORDENAÇÃO DO CURSO DE LETRAS
43022,CSH5014,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA IV,CERES - COORDENAÇÃO DO CURSO DE LETRAS
43023,CSH5021,G,ESTÁGIO SUPERVISIONADO EM LÍNGUA INGLESA I,CERES - COORDENAÇÃO DO CURSO DE LETRAS
